scenario,episode,algorithm,reward
domain_randomized_randomized,358,PPO-Rand,253.8800232410431
domain_randomized_randomized,359,PPO-Rand,152.61362314224243
domain_randomized_randomized,360,PPO-Rand,-87.4084951877594
domain_randomized_randomized,361,PPO-Rand,42.60853147506714
domain_randomized_randomized,362,PPO-Rand,202.87651562690735
domain_randomized_randomized,363,PPO-Rand,498.883602142334
domain_randomized_randomized,364,PPO-Rand,94.46667724847794
domain_randomized_randomized,365,PPO-Rand,208.16029757261276
domain_randomized_randomized,366,PPO-Rand,208.43207159638405
domain_randomized_randomized,367,PPO-Rand,381.0309935808182
domain_randomized_randomized,368,PPO-Rand,402.53321409225464
domain_randomized_randomized,369,PPO-Rand,166.12375962734222
domain_randomized_randomized,370,PPO-Rand,300.1174545288086
domain_randomized_randomized,371,PPO-Rand,166.83712297677994
domain_randomized_randomized,372,PPO-Rand,191.30301129817963
domain_randomized_randomized,373,PPO-Rand,377.85290241241455
domain_randomized_randomized,374,PPO-Rand,193.0107547044754
domain_randomized_randomized,375,PPO-Rand,203.01312533020973
domain_randomized_randomized,376,PPO-Rand,219.07135212421417
domain_randomized_randomized,377,PPO-Rand,79.6154206879437
domain_randomized_randomized,378,PPO-Rand,-185.164785861969
domain_randomized_randomized,379,PPO-Rand,32.475477792322636
domain_randomized_randomized,380,PPO-Rand,318.6493361890316
domain_randomized_randomized,381,PPO-Rand,-3.429816722869873
domain_randomized_randomized,382,PPO-Rand,290.9197006225586
domain_randomized_randomized,383,PPO-Rand,-140.98714190721512
domain_randomized_randomized,384,PPO-Rand,266.7852405309677
domain_randomized_randomized,385,PPO-Rand,185.2548315525055
domain_randomized_randomized,386,PPO-Rand,129.8294718414545
domain_randomized_randomized,387,PPO-Rand,91.0686682164669
domain_randomized_randomized,388,PPO-Rand,388.5221780538559
domain_randomized_randomized,389,PPO-Rand,242.34667736291885
domain_randomized_randomized,390,PPO-Rand,287.4103319644928
domain_randomized_randomized,391,PPO-Rand,154.5342903677374
domain_randomized_randomized,392,PPO-Rand,83.11507621407509
domain_randomized_randomized,393,PPO-Rand,236.34970253705978
domain_randomized_randomized,394,PPO-Rand,206.35507714748383
domain_randomized_randomized,395,PPO-Rand,71.29753994941711
domain_randomized_randomized,396,PPO-Rand,171.2420436143875
domain_randomized_randomized,397,PPO-Rand,179.55737233161926
domain_randomized_randomized,398,PPO-Rand,127.36681509017944
domain_randomized_randomized,399,PPO-Rand,229.72881691157818
domain_randomized_randomized,400,PPO-Rand,-20.021538019180298
domain_randomized_randomized,401,PPO-Rand,18.565083235502243
domain_randomized_randomized,402,PPO-Rand,90.02793455123901
domain_randomized_randomized,403,PPO-Rand,441.6780194044113
domain_randomized_randomized,404,PPO-Rand,105.22207283973694
domain_randomized_randomized,405,PPO-Rand,222.2525132894516
domain_randomized_randomized,406,PPO-Rand,63.652956910431385
domain_randomized_randomized,407,PPO-Rand,-31.9237574711442
domain_randomized_randomized,408,PPO-Rand,387.22543382644653
domain_randomized_randomized,409,PPO-Rand,177.7487850189209
domain_randomized_randomized,410,PPO-Rand,187.4304666519165
domain_randomized_randomized,411,PPO-Rand,166.05937659740448
domain_randomized_randomized,412,PPO-Rand,190.4367914199829
domain_randomized_randomized,413,PPO-Rand,91.01668894290924
domain_randomized_randomized,414,PPO-Rand,129.15489506721497
domain_randomized_randomized,415,PPO-Rand,261.3973643630743
domain_randomized_randomized,416,PPO-Rand,239.82961679250002
domain_randomized_randomized,417,PPO-Rand,227.01427167654037
domain_randomized_randomized,418,PPO-Rand,253.70094133913517
domain_randomized_randomized,419,PPO-Rand,83.47393941879272
domain_randomized_randomized,420,PPO-Rand,134.2601112127304
domain_randomized_randomized,421,PPO-Rand,-58.97445636242628
domain_randomized_randomized,422,PPO-Rand,185.32621705532074
domain_randomized_randomized,423,PPO-Rand,-32.992342710494995
domain_randomized_randomized,424,PPO-Rand,260.5312032699585
domain_randomized_randomized,425,PPO-Rand,270.8340289592743
domain_randomized_randomized,426,PPO-Rand,106.86985856294632
domain_randomized_randomized,427,PPO-Rand,175.3046801239252
domain_randomized_randomized,428,PPO-Rand,106.24730095267296
domain_randomized_randomized,429,PPO-Rand,112.30145502090454
domain_randomized_randomized,430,PPO-Rand,249.197877317667
domain_randomized_randomized,431,PPO-Rand,217.97045016288757
domain_randomized_randomized,432,PPO-Rand,96.06373596191406
domain_randomized_randomized,433,PPO-Rand,149.87243488430977
domain_randomized_randomized,434,PPO-Rand,210.81216704845428
domain_randomized_randomized,435,PPO-Rand,344.81260871887207
domain_randomized_randomized,436,PPO-Rand,28.557158946990967
domain_randomized_randomized,437,PPO-Rand,247.3670084476471
domain_randomized_randomized,438,PPO-Rand,70.47057676315308
domain_randomized_randomized,439,PPO-Rand,312.51428866386414
domain_randomized_randomized,440,PPO-Rand,198.10110104084015
domain_randomized_randomized,441,PPO-Rand,270.1502994298935
domain_randomized_randomized,442,PPO-Rand,289.68484561517835
domain_randomized_randomized,443,PPO-Rand,95.13160860538483
domain_randomized_randomized,444,PPO-Rand,169.71824514865875
domain_randomized_randomized,445,PPO-Rand,114.12857127189636
domain_randomized_randomized,446,PPO-Rand,100.13859695196152
domain_randomized_randomized,447,PPO-Rand,142.9347609579563
domain_randomized_randomized,448,PPO-Rand,34.248476597480476
domain_randomized_randomized,449,PPO-Rand,137.2689512372017
domain_randomized_randomized,450,PPO-Rand,228.58196687698364
domain_randomized_randomized,451,PPO-Rand,1.2890492677688599
domain_randomized_randomized,452,PPO-Rand,272.9865058660507
domain_randomized_randomized,453,PPO-Rand,113.3540849685669
domain_randomized_randomized,454,PPO-Rand,238.57594561576843
domain_randomized_randomized,455,PPO-Rand,166.35304355621338
domain_randomized_randomized,456,PPO-Rand,126.02125418186188
domain_randomized_randomized,457,PPO-Rand,407.69598627090454
domain_randomized_randomized,458,PPO-Rand,297.3564464747906
domain_randomized_randomized,459,PPO-Rand,219.6931232213974
domain_randomized_randomized,460,PPO-Rand,268.5879644751549
domain_randomized_randomized,461,PPO-Rand,211.9268765449524
domain_randomized_randomized,462,PPO-Rand,210.21096101403236
domain_randomized_randomized,463,PPO-Rand,-327.2256415486336
domain_randomized_randomized,464,PPO-Rand,114.22556900978088
domain_randomized_randomized,465,PPO-Rand,303.4721654355526
domain_randomized_randomized,466,PPO-Rand,110.1151659488678
domain_randomized_randomized,467,PPO-Rand,129.05418026447296
domain_randomized_randomized,468,PPO-Rand,62.9062652438879
domain_randomized_randomized,469,PPO-Rand,351.37116301059723
domain_randomized_randomized,470,PPO-Rand,69.61517748236656
domain_randomized_randomized,471,PPO-Rand,386.8590922355652
domain_randomized_randomized,472,PPO-Rand,222.52137964963913
domain_randomized_randomized,473,PPO-Rand,135.77493834495544
domain_randomized_randomized,474,PPO-Rand,235.46043252944946
domain_randomized_randomized,475,PPO-Rand,336.1523804664612
domain_randomized_randomized,476,PPO-Rand,197.34627389907837
domain_randomized_randomized,477,PPO-Rand,226.70731085538864
domain_randomized_randomized,478,PPO-Rand,-16.90299344062805
domain_randomized_randomized,479,PPO-Rand,301.8137220144272
domain_randomized_randomized,480,PPO-Rand,48.668126463890076
